512401;Bezuchov;7109;CZ0714;74
558656;Bezvěrov;3206;CZ0325;28
563901;Bílá;5105;CZ0513;36
598020;Bílá;8107;CZ0802;68
565750;Bílá Hlína;2116;CZ0207;8
500623;Bílá Lhota;7105;CZ0712;71
579068;Bílá Třemešná;5203;CZ0525;51
525227;Bílá Voda;7102;CZ0711;77
597198;Bílčice;8103;CZ0801;67
533971;Bílé Podolí;2104;CZ0205;6
579076;Bílé Poličany;5203;CZ0525;51
562980;Bílence;4203;CZ0422;34
535125;Bílichov;2124;CZ0203;4
567451;Bílina;4201;CZ0426;40
530743;Bílkovice;2125;CZ0201;2
530239;Bílov;3206;CZ0325;28
546984;Bílov;8101;CZ0804;70
599247;Bílovec;8101;CZ0804;70
592030;Bílovice;7207;CZ0722;63
582824;Bílovice nad Svitavou;6216;CZ0643;55
589276;Bílovice-Lutotín;7108;CZ0713;61
550833;Bílsko;3117;CZ0316;20
552062;Bílsko;7105;CZ0712;71
548901;Bílsko u Hořic;5204;CZ0522;45
586889;Bílý Kámen;6105;CZ0632;59
563919;Bílý Kostel nad Nisou;5105;CZ0513;36
546631;Bílý Potok;5102;CZ0513;36
576107;Bílý Újezd;5213;CZ0524;48
578088;Biřkov;3205;CZ0322;25
582832;Biskoupky;6208;CZ0643;55
572519;Biskupice;5308;CZ0533;50
573949;Biskupice;5304;CZ0531;44
585076;Biskupice;7204;CZ0724;57
589284;Biskupice;7108;CZ0713;61
590312;Biskupice-Pulkov;6113;CZ0634;62
535486;Bítouchov;2115;CZ0207;8
554936;Bítov;8101;CZ0804;70
593753;Bítov;6220;CZ0647;65
505005;Bítovany;5304;CZ0531;44
586897;Bítovčice;6105;CZ0632;59
565997;Bitozeves;4216;CZ0424;38
593761;Blanné;6220;CZ0647;65
581283;Blansko;6201;CZ0641;53
561401;Blatce;5101;CZ0511;32
500801;Blatec;7107;CZ0712;71
550850;Blatná;3101;CZ0316;20
558672;Blatnice;3208;CZ0325;28
590321;Blatnice;6106;CZ0634;62
586048;Blatnice pod Svatým Antonínkem;6218;CZ0645;58
586056;Blatnička;6218;CZ0645;58
562998;Blatno;4203;CZ0422;34
566004;Blatno;4210;CZ0424;38
542318;Blazice;7201;CZ0721;60
561711;Blažejov;3105;CZ0313;16
532380;Blažejovice;2125;CZ0201;2
566012;Blažim;4216;CZ0424;38
566764;Blažim;3208;CZ0325;28
595241;Blažkov;6101;CZ0635;66
582841;Blažovice;6216;CZ0643;55
569879;Blešno;5205;CZ0521;43
532100;Blevice;2109;CZ0203;4
595250;Blízkov;6114;CZ0635;66
553450;Blížejov;3204;CZ0321;22
561410;Blíževedly;5101;CZ0511;32
593770;Blížkovice;6220;CZ0647;65
557587;Blovice;3201;CZ0324;27
566021;Blšany;4210;CZ0424;38
542547;Blšany u Loun;4207;CZ0424;38
582859;Blučina;6221;CZ0643;55
525588;Bludov;7111;CZ0715;75
530964;Bludov;2112;CZ0205;6
537039;Bobnice;2118;CZ0208;9
595268;Bobrová;6108;CZ0635;66
595276;Bobrůvka;6108;CZ0635;66
511633;Bocanovice;8110;CZ0802;68
572705;Boháňka;5204;CZ0522;45
569887;Boharyně;5205;CZ0521;43
592897;Bohaté Málkovice;6205;CZ0646;64
561428;Bohatice;5101;CZ0511;32
595284;Bohdalec;6115;CZ0635;66
592901;Bohdalice-Pavlovice;6219;CZ0646;64
547549;Bohdalín;6110;CZ0633;17
595292;Bohdalov;6115;CZ0635;66
536253;Bohdalovice;3103;CZ0312;15
533980;Bohdaneč;2112;CZ0205;6
576115;Bohdašín;5202;CZ0524;48
525804;Bohdíkov;7111;CZ0715;75
564559;Bohostice;2120;CZ020B;12
550116;Bohumilice;3116;CZ0315;19
599051;Bohumín;8102;CZ0803;69
537527;Bohunice;3109;CZ0315;19
577812;Bohuňov;5312;CZ0533;50
595306;Bohuňov;6101;CZ0635;66
500852;Bohuňovice;7107;CZ0712;71
577821;Bohuňovice;5307;CZ0533;50
506192;Bohuslavice;8109;CZ0805;72
525880;Bohuslavice;7113;CZ0715;75
573892;Bohuslavice;5211;CZ0523;46
586901;Bohuslavice;6112;CZ0632;59
589292;Bohuslavice;7103;CZ0713;61
557102;Bohuslavice nad Vláří;7204;CZ0724;57
585092;Bohuslavice u Zlína;7213;CZ0724;57
569178;Bohuslávky;7104;CZ0714;74
550400;Bohušice;6106;CZ0634;62
597201;Bohušov;8114;CZ0801;67
564591;Bohušovice nad Ohří;4205;CZ0423;37
593788;Bohutice;6212;CZ0647;65
525979;Bohutín;7111;CZ0715;75
539953;Bohutín;2120;CZ020B;12
566471;Bohy;3206;CZ0325;28
512532;Bochoř;7109;CZ0714;74
555029;Bochov;4103;CZ0412;24
590347;Bochovice;6113;CZ0634;62
571202;Bojanov;5304;CZ0531;44
539104;Bojanovice;2105;CZ020A;11
593796;Bojanovice;6220;CZ0647;65
568457;Bojiště;6111;CZ0631;42
592048;Bojkovice;7208;CZ0722;63
506214;Bolatice;8113;CZ0805;72
563005;Boleboř;4203;CZ0422;34
576123;Bolehošť;5208;CZ0524;48
584321;Boleradice;6207;CZ0644;56
555835;Bolešiny;3205;CZ0322;25
545422;Boletice;3103;CZ0312;15
540463;Bolkov;3210;CZ0324;27
573558;Boňkov;6102;CZ0631;42
560758;Bor;3215;CZ0327;31
547867;Bor u Skutče;5304;CZ0531;44
595314;Borač;6217;CZ0643;55
568431;Bordovice;8105;CZ0804;70
535508;Boreč;2115;CZ0207;8
534684;Borek;2103;CZ0209;10
544272;Borek;3102;CZ0311;14
548979;Borek;5204;CZ0522;45
568465;Borek;6104;CZ0631;42
574783;Borek;5309;CZ0532;47
584339;Borkovany;6207;CZ0644;56
552097;Borkovice;3110;CZ0317;21
576131;Borohrádek;5208;CZ0524;48
539970;Borotice;2107;CZ020B;12
593800;Borotice;6220;CZ0647;65
552101;Borotín;3112;CZ0317;21
581356;Borotín;6202;CZ0641;53
573906;Borová;5209;CZ0523;46
577839;Borová;5310;CZ0533;50
545902;Borová Lada;3116;CZ0315;19
544281;Borovany;3113;CZ0311;14
598780;Borovany;3107;CZ0314;18
587184;Borovná;6112;CZ0632;59
532096;Borovnice;2125;CZ0201;2
535681;Borovnice;3102;CZ0311;14
576140;Borovnice;5208;CZ0524;48
579092;Borovnice;5203;CZ0525;51
595322;Borovnice;6108;CZ0635;66
548821;Borovnička;5203;CZ0525;51
595331;Borovník;6217;CZ0643;55
566705;Borovno;3201;CZ0324;27
542156;Borovy;3210;CZ0324;27
592064;Boršice;7207;CZ0722;63
592056;Boršice u Blatnice;7207;CZ0722;63
586927;Boršov;6105;CZ0632;59
544299;Boršov nad Vltavou;3102;CZ0311;14
572632;Borušov;5308;CZ0533;50
595641;Bory;6114;CZ0635;66
538086;Bořanovice;2103;CZ0209;10
549690;Bořenovice;7202;CZ0721;60
561240;Bořetice;6110;CZ0633;17
584347;Bořetice;6207;CZ0644;56
509418;Bořetín;6110;CZ0633;17
562742;Bořetín;3105;CZ0313;16
571229;Bořice;5304;CZ0531;44
567469;Bořislav;4213;CZ0426;40
581364;Bořitov;6201;CZ0641;53
535516;Boseň;2116;CZ0207;8
581372;Boskovice;6202;CZ0641;53
593818;Boskovštejn;6220;CZ0647;65
550124;Bošice;3116;CZ0315;19
535401;Bošilec;3102;CZ0311;14
548006;Bošín;5314;CZ0534;52
592919;Bošovice;6215;CZ0646;64
562122;Boudy;3108;CZ0314;18
589306;Bousín;7108;CZ0713;61
571237;Bousov;5304;CZ0531;44
500861;Bouzov;7105;CZ0712;71
577006;Bozkov;5107;CZ0514;49
573914;Božanov;5201;CZ0523;46
547581;Božejov;6110;CZ0633;17
549291;Božetice;3107;CZ0314;18
506486;Boží Dar;4106;CZ0412;24
593826;Božice;6220;CZ0647;65
555045;Božičany;4103;CZ0412;24
552127;Bradáčov;3112;CZ0317;21
549100;Brada-Rybníček;5207;CZ0522;45
570788;Bradlec;2115;CZ0207;8
577014;Bradlecká Lhota;5107;CZ0514;49
530832;Brambory;2104;CZ0205;6
567060;Braňany;4209;CZ0425;39
567078;Brandov;4206;CZ0425;39
538094;Brandýs nad Labem-Stará Boleslav;2103;CZ0209;10
579947;Brandýs nad Orlicí;5313;CZ0534;52
532118;Brandýsek;2109;CZ0203;4
549304;Branice;3107;CZ0314;18
582875;Braníškov;6217;CZ0643;55
551490;Branišov;3102;CZ0311;14
593834;Branišovice;6213;CZ0643;55
554197;Branka u Opavy;8117;CZ0805;72
592927;Brankovice;6205;CZ0646;64
541648;Branky;7210;CZ0723;76
526169;Branná;7111;CZ0715;75
541672;Branov;2121;CZ020C;13
590363;Bransouze;6113;CZ0634;62
597210;Brantice;8114;CZ0801;67
571946;Branžež;2116;CZ0207;8
532126;Braškov;2109;CZ0203;4
531286;Bratčice;2104;CZ0205;6
582883;Bratčice;6221;CZ0643;55
539988;Bratkovice;2120;CZ020B;12
532142;Bratronice;2109;CZ0203;4
537063;Bratronice;3101;CZ0316;20
569437;Bratrušov;7111;CZ0715;75
585106;Bratřejov;7211;CZ0724;57
547603;Bratřice;6109;CZ0633;17
553107;Bratříkovice;8117;CZ0805;72
571199;Bratřínov;2105;CZ020A;11
556858;Bravantice;8101;CZ0804;70
538108;Brázdim;2103;CZ0209;10
500101;Bražec;4103;CZ0412;24
545431;Brloh;3103;CZ0312;15
574791;Brloh;5311;CZ0532;47
564613;Brňany;4205;CZ0423;37
577863;Brněnec;5312;CZ0533;50
530727;Brníčko;7113;CZ0715;75
566136;Brnířov;3202;CZ0321;22
561444;Brniště;5101;CZ0511;32
582786;Brno;6203;CZ0642;54
584355;Brod nad Dyjí;6211;CZ0644;56
541605;Brod nad Tichou;3215;CZ0327;31
535559;Brodce;2115;CZ0207;8
546895;Brodec;4207;CZ0424;38
589314;Brodek u Konice;7103;CZ0713;61
589322;Brodek u Prostějova;7108;CZ0713;61
512800;Brodek u Přerova;7109;CZ0714;74
566489;Brodeslavy;3206;CZ0325;28
541401;Broumov;3215;CZ0327;31
573922;Broumov;5201;CZ0523;46
531081;Broumy;2102;CZ0202;3
564621;Brozany nad Ohří;4205;CZ0423;37
586943;Brtnice;6105;CZ0632;59
590371;Brtnička;6105;CZ0632;59
581381;Brťov-Jeneč;6201;CZ0641;53
581402;Brumov;6217;CZ0643;55
585114;Brumov-Bylnice;7209;CZ0724;57
506320;Brumovice;8117;CZ0805;72
584363;Brumovice;6207;CZ0644;56
597180;Bruntál;8103;CZ0801;67
588377;Brusné;7201;CZ0721;60
598038;Brušperk;8106;CZ0802;68
598046;Bruzovice;8106;CZ0802;68
546755;Brzánky;4211;CZ0423;37
573931;Brzice;5209;CZ0523;46
586951;Brzkov;6105;CZ0632;59
559725;Břasy;3211;CZ0326;29
584291;Břeclav;6204;CZ0644;56
536059;Břehov;3102;CZ0311;14
574805;Břehy;5311;CZ0532;47
588385;Břest;7203;CZ0721;60
592072;Břestek;7207;CZ0722;63
548278;Břevnice;6102;CZ0631;42
595349;Březejc;6114;CZ0635;66
530018;Březí;3101;CZ0316;20
564869;Březí;2122;CZ0209;10
584371;Březí;6211;CZ0644;56
595357;Březí;6114;CZ0635;66
595365;Březí nad Oslavou;6115;CZ0635;66
507733;Březina;3105;CZ0313;16
535567;Březina;2116;CZ0207;8
549070;Březina;5207;CZ0522;45
559733;Březina;3211;CZ0326;29
577871;Březina;5308;CZ0533;50
592935;Březina;6219;CZ0646;64
581429;Březina;6216;CZ0643;55
582891;Březina;6217;CZ0643;55
572250;Březinky;5308;CZ0533;50
577898;Březiny;5310;CZ0533;50
538744;Březnice;7213;CZ0724;57
540013;Březnice;2120;CZ020B;12
552135;Březnice;3112;CZ0317;21
590380;Březník;6107;CZ0634;62
535583;Březno;2115;CZ0207;8
563013;Březno;4203;CZ0422;34
592081;Březolupy;7207;CZ0722;63
506451;Březová;8122;CZ0805;72
531090;Březová;2108;CZ0202;3
537870;Březová;4103;CZ0412;24
560294;Březová;4107;CZ0413;30
585131;Březová;7211;CZ0724;57
592099;Březová;7208;CZ0722;63
505145;Březová nad Svitavou;5312;CZ0533;50
599735;Březová-Oleško;2105;CZ020A;11
599514;Březovice;2115;CZ0207;8
595381;Březské;6114;CZ0635;66
589331;Březsko;7103;CZ0713;61
585149;Březůvky;7213;CZ0724;57
541923;Břežany;3203;CZ0322;25
565041;Břežany;2121;CZ020C;13
593842;Břežany;6220;CZ0647;65
533211;Břežany I;2110;CZ0204;5
533220;Břežany II;2106;CZ0204;5
597228;Břidličná;8120;CZ0801;67
537047;Bříství;2113;CZ0208;9
548855;Bříšťany;5204;CZ0522;45
564648;Bříza;4211;CZ0423;37
566063;Břvany;4207;CZ0424;38
560308;Bublava;4104;CZ0413;30
531103;Bubovice;2102;CZ0202;3
558699;Bučí;3208;CZ0325;28
579963;Bučina;5314;CZ0534;52
592943;Bučovice;6205;CZ0646;64
548952;Budčeves;5207;CZ0522;45
546020;Budeč;3104;CZ0313;16
595390;Budeč;6115;CZ0635;66
555894;Budětice;3214;CZ0322;25
589349;Budětsko;7103;CZ0713;61
547638;Budíkov;6103;CZ0633;17
537055;Budiměřice;2118;CZ0208;9
552143;Budislav;3110;CZ0317;21
577910;Budislav;5307;CZ0533;50
546038;Budíškovice;3104;CZ0313;16
590401;Budišov;6113;CZ0634;62
506460;Budišov nad Budišovkou;8122;CZ0805;72
568261;Budišovice;8117;CZ0805;72
561576;Budkov;3109;CZ0315;19
590410;Budkov;6106;CZ0634;62
560171;Budyně;3117;CZ0316;20
564656;Budyně nad Ohří;4211;CZ0423;37
592102;Buchlovice;7207;CZ0722;63
545449;Bujanov;3106;CZ0312;15
559741;Bujesily;3211;CZ0326;29
512826;Buk;7109;CZ0714;74
537519;Buk;3116;CZ0315;19
595403;Bukov;6101;CZ0635;66
546372;Buková;3210;CZ0324;27
589357;Buková;7108;CZ0713;61
540021;Buková u Příbramě;2120;CZ020B;12
532924;Bukovany;2101;CZ0201;2
552402;Bukovany;7107;CZ0712;71
560316;Bukovany;4107;CZ0413;30
564664;Bukovany;2120;CZ020B;12
586072;Bukovany;6210;CZ0645;58
511935;Bukovec;8110;CZ0802;68
553506;Bukovec;3212;CZ0324;27
547751;Bukovice;5209;CZ0523;46
581437;Bukovice;6217;CZ0643;55
581445;Bukovina;6201;CZ0641;53
574813;Bukovina nad Labem;5309;CZ0532;47
577031;Bukovina u Čisté;5104;CZ0514;49
574821;Bukovina u Přelouče;5311;CZ0532;47
581453;Bukovinka;6201;CZ0641;53
574830;Bukovka;5309;CZ0532;47
530085;Bukovník;3214;CZ0322;25
535605;Bukovno;2115;CZ0207;8
573353;Bukvice;5207;CZ0522;45
584380;Bulhary;6204;CZ0644;56
563935;Bulovka;5102;CZ0513;36
561312;Buřenice;6109;CZ0633;17
540048;Buš;2105;CZ020A;11
550159;Bušanovice;3109;CZ0315;19
532894;Bušín;7111;CZ0715;75
559750;Bušovice;3211;CZ0326;29
532169;Buštěhrad;2109;CZ0203;4
549282;Butoves;5207;CZ0522;45
529966;Buzice;3101;CZ0316;20
546780;Býčkovice;4205;CZ0423;37
533238;Býchory;2110;CZ0204;5
534714;Býkev;2114;CZ0206;7
534145;Bykoš;2102;CZ0202;3
581461;Býkovice;6201;CZ0641;53
569607;Býkov-Láryšov;8114;CZ0801;67
571245;Bylany;5304;CZ0531;44
544647;Bynovec;4202;CZ0421;33
561801;Bystrá;6103;CZ0633;17
577049;Bystrá nad Jizerou;5107;CZ0514;49
576166;Bystré;5202;CZ0524;48
577928;Bystré;5310;CZ0533;50
500879;Bystročice;7107;CZ0712;71
547026;Bystrovany;7107;CZ0712;71
567477;Bystřany;4213;CZ0426;40
579971;Bystřec;5315;CZ0534;52
529451;Bystřice;2101;CZ0201;2
572772;Bystřice;5207;CZ0522;45
598062;Bystřice;8121;CZ0802;68
595411;Bystřice nad Pernštejnem;6101;CZ0635;66
588393;Bystřice pod Hostýnem;7201;CZ0721;60
592111;Bystřice pod Lopeníkem;7208;CZ0722;63
541711;Bystřička;7212;CZ0723;76
534722;Byšice;2114;CZ0206;7
512877;Býškovice;7101;CZ0714;74
595420;Býšovec;6101;CZ0635;66
574848;Býšť;5303;CZ0532;47
576174;Byzhradec;5213;CZ0524;48
586081;Bzenec;6210;CZ0645;58
531120;Bzová;2108;CZ0202;3
567485;Bžany;4213;CZ0426;40
560782;Cebiv;3213;CZ0327;31
550906;Cehnice;3111;CZ0316;20
586978;Cejle;6105;CZ0632;59
559768;Cekov;3211;CZ0326;29
509191;Cep;3114;CZ0313;16
572781;Cerekvice nad Bystřicí;5204;CZ0522;45
577936;Cerekvice nad Loučnou;5307;CZ0533;50
586986;Cerekvička-Rosice;6105;CZ0632;59
533246;Cerhenice;2110;CZ0204;5
549321;Cerhonice;3108;CZ0314;18
531138;Cerhovice;2108;CZ0202;3
588407;Cetechovice;7203;CZ0721;60
563943;Cetenov;5105;CZ0513;36
581470;Cetkovice;6202;CZ0641;53
547662;Cetoraz;6109;CZ0633;17
564419;Cetyně;2120;CZ020B;12
590428;Cidlina;6106;CZ0634;62
588016;Cikháj;6115;CZ0635;66
533998;Církvice;2112;CZ0205;6
599476;Církvice;2110;CZ0204;5
569135;Císařov;7109;CZ0714;74
560324;Citice;4107;CZ0413;30
542571;Cítoliby;4207;CZ0424;38
593851;Citonice;6220;CZ0647;65
512982;Citov;7109;CZ0714;74
534731;Cítov;2114;CZ0206;7
546054;Cizkrajov;3104;CZ0313;16
579980;Cotkytle;5306;CZ0534;52
554162;Crhov;6202;CZ0641;53
571253;Ctětín;5304;CZ0531;44
532690;Ctiboř;2125;CZ0201;2
579459;Ctiboř;3215;CZ0327;31
593869;Ctidružice;6220;CZ0647;65
570991;Ctiměřice;2115;CZ0207;8
564672;Ctiněves;4211;CZ0423;37
561479;Cvikov;5106;CZ0511;32
532185;Cvrčovice;2109;CZ0203;4
550272;Cvrčovice;6213;CZ0643;55
568490;Čachotín;6104;CZ0631;42
535621;Čachovice;2115;CZ0207;8
555941;Čachrov;3205;CZ0322;25
529478;Čakov;2101;CZ0201;2
535541;Čakov;3102;CZ0311;14
552003;Čaková;8114;CZ0801;67
598291;Čakovičky;2117;CZ0206;7
571270;Čankovice;5304;CZ0531;44
534005;Čáslav;2104;CZ0205;6
590436;Čáslavice;6113;CZ0634;62
547689;Čáslavsko;6109;CZ0633;17
560804;Částkov;3215;CZ0327;31
592137;Částkov;7207;CZ0722;63
553964;Častohostice;6106;CZ0634;62
576182;Častolovice;5208;CZ0524;48
547719;Častrov;6110;CZ0633;17
572799;Časy;5309;CZ0532;47
569119;Čavisov;8119;CZ0806;73
582913;Čebín;6209;CZ0643;55
534749;Čečelice;2114;CZ0206;7
510068;Čečelovice;3101;CZ0316;20
548375;Čečkovice;6104;CZ0631;42
566080;Čečovice;3212;CZ0324;27
589365;Čehovice;7108;CZ0713;61
590444;Čechočovice;6113;CZ0634;62
529486;Čechtice;2125;CZ0201;2
590452;Čechtín;6113;CZ0634;62
552771;Čechy;7109;CZ0714;74
589381;Čechy pod Kosířem;7108;CZ0713;61
586099;Čejč;6206;CZ0645;58
550922;Čejetice;3111;CZ0316;20
529524;Čejkovice;2104;CZ0205;6
544329;Čejkovice;3102;CZ0311;14
586102;Čejkovice;6206;CZ0645;58
593877;Čejkovice;6220;CZ0647;65
547735;Čejov;6103;CZ0633;17
598071;Čeladná;8107;CZ0802;68
538132;Čelákovice;2103;CZ0209;10
589390;Čelčice;7108;CZ0713;61
513059;Čelechovice;7109;CZ0714;74
589403;Čelechovice na Hané;7108;CZ0713;61
529826;Čelistná;6110;CZ0633;17
586111;Čeložnice;6210;CZ0645;58
558711;Čeminy;3208;CZ0325;28
540072;Čenkov;2120;CZ020B;12
598976;Čenkov u Bechyně;3115;CZ0311;14
579998;Čenkovice;5306;CZ0534;52
574856;Čeperka;5309;CZ0532;47
574864;Čepí;5309;CZ0532;47
550949;Čepřovice;3111;CZ0316;20
530581;Čeradice;4216;CZ0424;38
529516;Čerčany;2101;CZ0201;2
593885;Čermákovice;6212;CZ0647;65
553514;Čermná;3204;CZ0321;22
579106;Čermná;5215;CZ0525;51
576191;Čermná nad Orlicí;5208;CZ0524;48
569950;Čermná ve Slezsku;8122;CZ0805;72
595438;Černá;6114;CZ0635;66
581496;Černá Hora;6201;CZ0641;53
572896;Černá u Bohdanče;5309;CZ0532;47
545457;Černá v Pošumaví;3103;CZ0312;15
533491;Černá Voda;7102;CZ0711;77
538019;Černava;4103;CZ0412;24
542628;Černčice;4207;CZ0424;38
573957;Černčice;5211;CZ0523;46
533254;Černé Voděrady;2122;CZ0209;10
546852;Černěves;4211;CZ0423;37
587001;Černíč;6112;CZ0632;59
553531;Černíkov;3205;CZ0322;25
566632;Černíkovice;3206;CZ0325;28
576204;Černíkovice;5213;CZ0524;48
599301;Černíky;2106;CZ0204;5
569917;Černilov;5205;CZ0521;43
593893;Černín;6220;CZ0647;65
534013;Černíny;2112;CZ0205;6
564699;Černiv;4208;CZ0423;37
539121;Černolice;2105;CZ020A;11
539139;Černošice;2105;CZ020A;11
560812;Černošín;3213;CZ0327;31
513067;Černotín;7101;CZ0714;74
542423;Černouček;4211;CZ0423;37
545996;Černousy;5102;CZ0513;36
561142;Černov;6110;CZ0633;17
547760;Černovice;6110;CZ0633;17
563021;Černovice;4203;CZ0422;34
566098;Černovice;3212;CZ0324;27
581500;Černovice;6202;CZ0641;53
530328;Čerňovice;3208;CZ0325;28
569925;Černožice;5205;CZ0521;43
532207;Černuc;2124;CZ0203;4
595446;Černvír;6217;CZ0643;55
579114;Černý Důl;5215;CZ0525;51
563722;Černýšovice;3112;CZ0317;21
505099;Červená Hora;5209;CZ0523;46
590461;Červená Lhota;6113;CZ0634;62
547778;Červená Řečice;6110;CZ0633;17
548995;Červená Třemešná;5204;CZ0522;45
580015;Červená Voda;5305;CZ0534;52
534021;Červené Janovice;2112;CZ0205;6
533262;Červené Pečky;2110;CZ0204;5
542172;Červené Poříčí;3205;CZ0322;25
552186;Červenka;7105;CZ0712;71
509116;Červený Hrádek;3104;CZ0313;16
573965;Červený Kostelec;5209;CZ0523;46
529532;Červený Újezd;2126;CZ0201;2
532215;Červený Újezd;2105;CZ020A;11
582921;Česká;6209;CZ0643;55
568503;Česká Bělá;6102;CZ0631;42
