589314;Brodek u Konice;7103;CZ0713
589322;Brodek u Prostějova;7108;CZ0713
512800;Brodek u Přerova;7109;CZ0714
566489;Brodeslavy;3206;CZ0325
541401;Broumov;3215;CZ0327
573922;Broumov;5201;CZ0523
531081;Broumy;2102;CZ0202
564621;Brozany nad Ohří;4205;CZ0423
586943;Brtnice;6105;CZ0632
590371;Brtnička;6105;CZ0632
581381;Brťov-Jeneč;6201;CZ0641
581402;Brumov;6217;CZ0643
585114;Brumov-Bylnice;7209;CZ0724
506320;Brumovice;8117;CZ0805
584363;Brumovice;6207;CZ0644
597180;Bruntál;8103;CZ0801
588377;Brusné;7201;CZ0721
598038;Brušperk;8106;CZ0802
598046;Bruzovice;8106;CZ0802
546755;Brzánky;4211;CZ0423
573931;Brzice;5209;CZ0523
586951;Brzkov;6105;CZ0632
559725;Břasy;3211;CZ0326
584291;Břeclav;6204;CZ0644
536059;Břehov;3102;CZ0311
574805;Břehy;5311;CZ0532
588385;Břest;7203;CZ0721
592072;Břestek;7207;CZ0722
548278;Břevnice;6102;CZ0631
595349;Březejc;6114;CZ0635
530018;Březí;3101;CZ0316
564869;Březí;2122;CZ0209
584371;Březí;6211;CZ0644
595357;Březí;6114;CZ0635
595365;Březí nad Oslavou;6115;CZ0635
507733;Březina;3105;CZ0313
535567;Březina;2116;CZ0207
549070;Březina;5207;CZ0522
559733;Březina;3211;CZ0326
577871;Březina;5308;CZ0533
592935;Březina;6219;CZ0646
581429;Březina;6216;CZ0643
582891;Březina;6217;CZ0643
572250;Březinky;5308;CZ0533
577898;Březiny;5310;CZ0533
538744;Březnice;7213;CZ0724
540013;Březnice;2120;CZ020B
552135;Březnice;3112;CZ0317
590380;Březník;6107;CZ0634
535583;Březno;2115;CZ0207
563013;Březno;4203;CZ0422
592081;Březolupy;7207;CZ0722
506451;Březová;8122;CZ0805
531090;Březová;2108;CZ0202
537870;Březová;4103;CZ0412
560294;Březová;4107;CZ0413
585131;Březová;7211;CZ0724
592099;Březová;7208;CZ0722
505145;Březová nad Svitavou;5312;CZ0533
599735;Březová-Oleško;2105;CZ020A
599514;Březovice;2115;CZ0207
595381;Březské;6114;CZ0635
589331;Březsko;7103;CZ0713
585149;Březůvky;7213;CZ0724
541923;Břežany;3203;CZ0322
565041;Břežany;2121;CZ020C
593842;Břežany;6220;CZ0647
533211;Břežany I;2110;CZ0204
533220;Břežany II;2106;CZ0204
597228;Břidličná;8120;CZ0801
537047;Bříství;2113;CZ0208
548855;Bříšťany;5204;CZ0522
564648;Bříza;4211;CZ0423
566063;Břvany;4207;CZ0424
560308;Bublava;4104;CZ0413
531103;Bubovice;2102;CZ0202
558699;Bučí;3208;CZ0325
579963;Bučina;5314;CZ0534
592943;Bučovice;6205;CZ0646
548952;Budčeves;5207;CZ0522
546020;Budeč;3104;CZ0313
595390;Budeč;6115;CZ0635
555894;Budětice;3214;CZ0322
589349;Budětsko;7103;CZ0713
547638;Budíkov;6103;CZ0633
537055;Budiměřice;2118;CZ0208
552143;Budislav;3110;CZ0317
577910;Budislav;5307;CZ0533
546038;Budíškovice;3104;CZ0313
590401;Budišov;6113;CZ0634
506460;Budišov nad Budišovkou;8122;CZ0805
568261;Budišovice;8117;CZ0805
561576;Budkov;3109;CZ0315
590410;Budkov;6106;CZ0634
560171;Budyně;3117;CZ0316
564656;Budyně nad Ohří;4211;CZ0423
592102;Buchlovice;7207;CZ0722
545449;Bujanov;3106;CZ0312
559741;Bujesily;3211;CZ0326
512826;Buk;7109;CZ0714
537519;Buk;3116;CZ0315
595403;Bukov;6101;CZ0635
546372;Buková;3210;CZ0324
589357;Buková;7108;CZ0713
540021;Buková u Příbramě;2120;CZ020B
532924;Bukovany;2101;CZ0201
552402;Bukovany;7107;CZ0712
560316;Bukovany;4107;CZ0413
564664;Bukovany;2120;CZ020B
586072;Bukovany;6210;CZ0645
511935;Bukovec;8110;CZ0802
553506;Bukovec;3212;CZ0324
547751;Bukovice;5209;CZ0523
581437;Bukovice;6217;CZ0643
581445;Bukovina;6201;CZ0641
574813;Bukovina nad Labem;5309;CZ0532
577031;Bukovina u Čisté;5104;CZ0514
574821;Bukovina u Přelouče;5311;CZ0532
581453;Bukovinka;6201;CZ0641
574830;Bukovka;5309;CZ0532
530085;Bukovník;3214;CZ0322
535605;Bukovno;2115;CZ0207
573353;Bukvice;5207;CZ0522
584380;Bulhary;6204;CZ0644
563935;Bulovka;5102;CZ0513
561312;Buřenice;6109;CZ0633
540048;Buš;2105;CZ020A
550159;Bušanovice;3109;CZ0315
532894;Bušín;7111;CZ0715
559750;Bušovice;3211;CZ0326
532169;Buštěhrad;2109;CZ0203
549282;Butoves;5207;CZ0522
529966;Buzice;3101;CZ0316
546780;Býčkovice;4205;CZ0423
533238;Býchory;2110;CZ0204
534714;Býkev;2114;CZ0206
534145;Bykoš;2102;CZ0202
581461;Býkovice;6201;CZ0641
569607;Býkov-Láryšov;8114;CZ0801
571245;Bylany;5304;CZ0531
544647;Bynovec;4202;CZ0421
561801;Bystrá;6103;CZ0633
577049;Bystrá nad Jizerou;5107;CZ0514
576166;Bystré;5202;CZ0524
577928;Bystré;5310;CZ0533
500879;Bystročice;7107;CZ0712
547026;Bystrovany;7107;CZ0712
567477;Bystřany;4213;CZ0426
579971;Bystřec;5315;CZ0534
529451;Bystřice;2101;CZ0201
572772;Bystřice;5207;CZ0522
598062;Bystřice;8121;CZ0802
595411;Bystřice nad Pernštejnem;6101;CZ0635
588393;Bystřice pod Hostýnem;7201;CZ0721
592111;Bystřice pod Lopeníkem;7208;CZ0722
541711;Bystřička;7212;CZ0723
534722;Byšice;2114;CZ0206
512877;Býškovice;7101;CZ0714
595420;Býšovec;6101;CZ0635
574848;Býšť;5303;CZ0532
576174;Byzhradec;5213;CZ0524
586081;Bzenec;6210;CZ0645
531120;Bzová;2108;CZ0202
567485;Bžany;4213;CZ0426
560782;Cebiv;3213;CZ0327
550906;Cehnice;3111;CZ0316
586978;Cejle;6105;CZ0632
559768;Cekov;3211;CZ0326
509191;Cep;3114;CZ0313
572781;Cerekvice nad Bystřicí;5204;CZ0522
577936;Cerekvice nad Loučnou;5307;CZ0533
586986;Cerekvička-Rosice;6105;CZ0632
533246;Cerhenice;2110;CZ0204
549321;Cerhonice;3108;CZ0314
531138;Cerhovice;2108;CZ0202
588407;Cetechovice;7203;CZ0721
563943;Cetenov;5105;CZ0513
581470;Cetkovice;6202;CZ0641
547662;Cetoraz;6109;CZ0633
564419;Cetyně;2120;CZ020B
590428;Cidlina;6106;CZ0634
588016;Cikháj;6115;CZ0635
533998;Církvice;2112;CZ0205
599476;Církvice;2110;CZ0204
569135;Císařov;7109;CZ0714
560324;Citice;4107;CZ0413
542571;Cítoliby;4207;CZ0424
593851;Citonice;6220;CZ0647
512982;Citov;7109;CZ0714
534731;Cítov;2114;CZ0206
546054;Cizkrajov;3104;CZ0313
579980;Cotkytle;5306;CZ0534
554162;Crhov;6202;CZ0641
571253;Ctětín;5304;CZ0531
532690;Ctiboř;2125;CZ0201
579459;Ctiboř;3215;CZ0327
593869;Ctidružice;6220;CZ0647
570991;Ctiměřice;2115;CZ0207
564672;Ctiněves;4211;CZ0423
561479;Cvikov;5106;CZ0511
532185;Cvrčovice;2109;CZ0203
550272;Cvrčovice;6213;CZ0643
568490;Čachotín;6104;CZ0631
535621;Čachovice;2115;CZ0207
555941;Čachrov;3205;CZ0322
529478;Čakov;2101;CZ0201
535541;Čakov;3102;CZ0311
552003;Čaková;8114;CZ0801
598291;Čakovičky;2117;CZ0206
571270;Čankovice;5304;CZ0531
534005;Čáslav;2104;CZ0205
590436;Čáslavice;6113;CZ0634
547689;Čáslavsko;6109;CZ0633
560804;Částkov;3215;CZ0327
592137;Částkov;7207;CZ0722
553964;Častohostice;6106;CZ0634
576182;Častolovice;5208;CZ0524
547719;Častrov;6110;CZ0633
572799;Časy;5309;CZ0532
569119;Čavisov;8119;CZ0806
582913;Čebín;6209;CZ0643
534749;Čečelice;2114;CZ0206
510068;Čečelovice;3101;CZ0316
548375;Čečkovice;6104;CZ0631
566080;Čečovice;3212;CZ0324
589365;Čehovice;7108;CZ0713
590444;Čechočovice;6113;CZ0634
529486;Čechtice;2125;CZ0201
590452;Čechtín;6113;CZ0634
552771;Čechy;7109;CZ0714
589381;Čechy pod Kosířem;7108;CZ0713
586099;Čejč;6206;CZ0645
550922;Čejetice;3111;CZ0316
529524;Čejkovice;2104;CZ0205
544329;Čejkovice;3102;CZ0311
586102;Čejkovice;6206;CZ0645
593877;Čejkovice;6220;CZ0647
547735;Čejov;6103;CZ0633
598071;Čeladná;8107;CZ0802
538132;Čelákovice;2103;CZ0209
589390;Čelčice;7108;CZ0713
513059;Čelechovice;7109;CZ0714
589403;Čelechovice na Hané;7108;CZ0713
529826;Čelistná;6110;CZ0633
586111;Čeložnice;6210;CZ0645
558711;Čeminy;3208;CZ0325
540072;Čenkov;2120;CZ020B
598976;Čenkov u Bechyně;3115;CZ0311
579998;Čenkovice;5306;CZ0534
574856;Čeperka;5309;CZ0532
574864;Čepí;5309;CZ0532
550949;Čepřovice;3111;CZ0316
530581;Čeradice;4216;CZ0424
529516;Čerčany;2101;CZ0201
593885;Čermákovice;6212;CZ0647
553514;Čermná;3204;CZ0321
579106;Čermná;5215;CZ0525
576191;Čermná nad Orlicí;5208;CZ0524
569950;Čermná ve Slezsku;8122;CZ0805
595438;Černá;6114;CZ0635
581496;Černá Hora;6201;CZ0641
572896;Černá u Bohdanče;5309;CZ0532
545457;Černá v Pošumaví;3103;CZ0312
533491;Černá Voda;7102;CZ0711
538019;Černava;4103;CZ0412
542628;Černčice;4207;CZ0424
573957;Černčice;5211;CZ0523
533254;Černé Voděrady;2122;CZ0209
546852;Černěves;4211;CZ0423
587001;Černíč;6112;CZ0632
553531;Černíkov;3205;CZ0322
566632;Černíkovice;3206;CZ0325
576204;Černíkovice;5213;CZ0524
599301;Černíky;2106;CZ0204
569917;Černilov;5205;CZ0521
593893;Černín;6220;CZ0647
534013;Černíny;2112;CZ0205
564699;Černiv;4208;CZ0423
539121;Černolice;2105;CZ020A
539139;Černošice;2105;CZ020A
560812;Černošín;3213;CZ0327
513067;Černotín;7101;CZ0714
542423;Černouček;4211;CZ0423
545996;Černousy;5102;CZ0513
561142;Černov;6110;CZ0633
547760;Černovice;6110;CZ0633
563021;Černovice;4203;CZ0422
566098;Černovice;3212;CZ0324
581500;Černovice;6202;CZ0641
530328;Čerňovice;3208;CZ0325
569925;Černožice;5205;CZ0521
532207;Černuc;2124;CZ0203
595446;Černvír;6217;CZ0643
579114;Černý Důl;5215;CZ0525
563722;Černýšovice;3112;CZ0317
505099;Červená Hora;5209;CZ0523
590461;Červená Lhota;6113;CZ0634
547778;Červená Řečice;6110;CZ0633
548995;Červená Třemešná;5204;CZ0522
580015;Červená Voda;5305;CZ0534
534021;Červené Janovice;2112;CZ0205
533262;Červené Pečky;2110;CZ0204
542172;Červené Poříčí;3205;CZ0322
552186;Červenka;7105;CZ0712
509116;Červený Hrádek;3104;CZ0313
573965;Červený Kostelec;5209;CZ0523
529532;Červený Újezd;2126;CZ0201
532215;Červený Újezd;2105;CZ020A
582921;Česká;6209;CZ0643
568503;Česká Bělá;6102;CZ0631
558745;Česká Bříza;3208;CZ0325
573973;Česká Čermná;5209;CZ0523
562394;Česká Kamenice;4202;CZ0421
553549;Česká Kubice;3202;CZ0321
561380;Česká Lípa;5101;CZ0511
573981;Česká Metuje;5209;CZ0523
580023;Česká Rybná;5315;CZ0534
573990;Česká Skalice;5209;CZ0523
580031;Česká Třebová;5301;CZ0534
569356;Česká Ves;7102;CZ0711
544256;České Budějovice;3102;CZ0311
580040;České Heřmanice;5314;CZ0534
571296;České Lhotice;5304;CZ0531
580058;České Libchavy;5313;CZ0534
576212;České Meziříčí;5202;CZ0524
580066;České Petrovice;5315;CZ0534
546089;České Velenice;3114;CZ0313
533271;Český Brod;2106;CZ0204
563960;Český Dub;5105;CZ0513
567108;Český Jiřetín;4206;CZ0425
545392;Český Krumlov;3103;CZ0312
546097;Český Rudolec;3104;CZ0313
529541;Český Šternberk;2101;CZ0201
598933;Český Těšín;8104;CZ0803
550957;Čestice;3111;CZ0316
576221;Čestice;5208;CZ0524
534030;Čestín;2112;CZ0205
538141;Čestlice;2122;CZ0209
572811;Češov;5207;CZ0522
550965;Číčenice;3117;CZ0316
539147;Číčovice;2105;CZ020A
590479;Číhalín;6113;CZ0634
542024;Číhaň;3205;CZ0322
568520;Číhošť;6111;CZ0631
506621;Čichalov;4103;CZ0412
590487;Číchov;6113;CZ0634
590495;Čikov;6107;CZ0634
540927;Čilá;3211;CZ0326
599671;Čilec;2118;CZ0208
540081;Čím;2107;CZ020B
549339;Čimelice;3108;CZ0314
546101;Číměř;3105;CZ0313
590509;Číměř;6113;CZ0634
578495;Čímice;3214;CZ0322
537080;Činěves;2119;CZ0208
539155;Čisovice;2105;CZ020A
535630;Čistá;2115;CZ0207
541699;Čistá;2121;CZ020C
577944;Čistá;5307;CZ0533
577057;Čistá u Horek;5104;CZ0514
569933;Čistěves;5205;CZ0521
557641;Čižice;3210;CZ0324
557650;Čížkov;3207;CZ0324
598704;Čížkov;6110;CZ0633
564711;Čížkovice;4208;CZ0423
551503;Čížkrajice;3113;CZ0311
587117;Čížov;6105;CZ0632
549347;Čížová;3108;CZ0314
550167;Čkyně;3116;CZ0315
561703;Člunek;3105;CZ0313
578568;Čmelíny;3207;CZ0324
544531;Čtveřín;5109;CZ0513
529567;Čtyřkoly;2101;CZ0201
582930;Čučice;6208;CZ0643
546127;Dačice;3104;CZ0313
595454;Dalečín;6101;CZ0635
540099;Daleké Dušníky;2107;CZ020B
530425;Dalešice;5103;CZ0512
590517;Dalešice;6113;CZ0634
537918;Dalovice;4103;CZ0412
570818;Dalovice;2115;CZ0207
586129;Dambořice;6210;CZ0645
593907;Damnice;6212;CZ0647
580074;Damníkov;5306;CZ0534
